Time (s) A1,Force (N) A1,Time (s) A2,Force (N) A2,Time (s) A3,Force (N) A3,Time (s) B1,Force (N) B1,Time (s) B2,Force (N) B2,Time (s) B3,Force (N) B3,Time (s) Control 1,Force (N) Control 1,Time (s) Control 2,Force (N) Control 2,Time (s) Control 3,Force (N) Control 3
1.976,0.01,1.976,0.02,1.976,0.01,1.976,0.0,1.976,0.01,1.976,0.0,1.976,-0.04,1.976,0.0,1.976,0.0
1.978,0.0,1.978,0.01,1.978,0.0,1.978,0.0,1.978,0.01,1.978,-0.01,1.978,-0.05,1.978,0.0,1.978,0.0
1.98,0.0,1.98,0.01,1.98,0.01,1.98,0.0,1.98,0.0,1.98,-0.01,1.98,0.02,1.98,0.01,1.98,0.0
1.982,0.0,1.982,0.01,1.982,0.01,1.982,0.0,1.982,0.0,1.982,-0.01,1.982,0.05,1.982,0.0,1.982,0.01
1.984,0.01,1.984,0.02,1.984,0.01,1.984,0.0,1.984,0.0,1.984,0.0,1.984,0.0,1.984,-0.01,1.984,0.0
1.986,0.0,1.986,0.02,1.986,0.01,1.986,0.01,1.986,0.0,1.986,0.01,1.986,-0.01,1.986,0.0,1.986,0.0
1.988,0.0,1.988,0.03,1.988,0.02,1.988,0.02,1.988,0.0,1.988,-0.01,1.988,0.01,1.988,0.0,1.988,0.01
1.99,0.01,1.99,0.01,1.99,0.01,1.99,0.01,1.99,0.0,1.99,-0.02,1.99,-0.02,1.99,0.0,1.99,0.0
1.992,0.0,1.992,-0.01,1.992,0.0,1.992,0.01,1.992,0.0,1.992,0.0,1.992,-0.06,1.992,0.0,1.992,0.01
1.994,0.01,1.994,0.0,1.994,0.01,1.994,0.01,1.994,0.0,1.994,-0.01,1.994,0.02,1.994,-0.01,1.994,0.01
1.996,0.01,1.996,0.02,1.996,0.01,1.996,0.0,1.996,0.0,1.996,-0.02,1.996,0.01,1.996,-0.01,1.996,0.0
1.998,0.01,1.998,0.03,1.998,0.01,1.998,0.0,1.998,0.01,1.998,0.0,1.998,0.02,1.998,0.0,1.998,0.0
2.0,0.0,2.0,0.03,2.0,0.01,2.0,0.01,2.0,0.0,2.0,0.0,2.0,0.03,2.0,0.0,2.0,0.0
2.002,0.0,2.002,0.02,2.002,0.02,2.002,0.01,2.002,0.0,2.002,-0.01,2.002,-0.04,2.002,0.0,2.002,0.0
2.004,0.01,2.004,0.0,2.004,0.0,2.004,0.02,2.004,0.0,2.004,-0.02,2.004,-0.02,2.004,0.0,2.004,0.0
2.006,0.01,2.006,0.01,2.006,0.0,2.006,0.0,2.006,0.0,2.006,-0.01,2.006,0.0,2.006,0.0,2.006,0.0
2.008,0.01,2.008,0.01,2.008,0.0,2.008,0.0,2.008,0.01,2.008,0.0,2.008,-0.01,2.008,0.0,2.008,0.0
2.01,0.0,2.01,0.01,2.01,0.01,2.01,0.0,2.01,0.01,2.01,0.0,2.01,0.0,2.01,0.0,2.01,0.0
2.012,0.01,2.012,0.02,2.012,0.0,2.012,0.0,2.012,0.0,2.012,-0.01,2.012,0.02,2.012,0.0,2.012,0.0
2.014,0.0,2.014,0.02,2.014,0.02,2.014,0.0,2.014,0.01,2.014,-0.02,2.014,0.02,2.014,0.01,2.014,0.0
2.016,0.01,2.016,0.01,2.016,0.01,2.016,0.0,2.016,0.01,2.016,-0.01,2.016,-0.01,2.016,0.01,2.016,0.0
2.018,0.0,2.018,0.01,2.018,0.02,2.018,0.0,2.018,0.01,2.018,0.0,2.018,-0.02,2.018,0.0,2.018,0.0
2.02,0.01,2.02,0.01,2.02,0.02,2.02,0.01,2.02,0.01,2.02,0.0,2.02,0.0,2.02,0.0,2.02,0.0
2.022,0.01,2.022,0.02,2.022,0.02,2.022,0.0,2.022,0.01,2.022,0.0,2.022,-0.02,2.022,0.01,2.022,0.0
2.024,0.01,2.024,0.02,2.024,0.01,2.024,0.0,2.024,0.01,2.024,0.02,2.024,0.01,2.024,0.01,2.024,0.0
2.026,0.01,2.026,0.03,2.026,0.01,2.026,0.0,2.026,0.0,2.026,-0.01,2.026,0.04,2.026,0.01,2.026,0.0
2.028,0.02,2.028,0.02,2.028,0.02,2.028,0.0,2.028,0.0,2.028,-0.01,2.028,0.02,2.028,0.01,2.028,0.0
2.03,0.01,2.03,0.02,2.03,0.0,2.03,-0.01,2.03,0.0,2.03,0.0,2.03,0.02,2.03,0.0,2.03,0.0
2.032,0.01,2.032,0.01,2.032,0.01,2.032,0.0,2.032,0.0,2.032,0.0,2.032,0.0,2.032,0.0,2.032,0.01
2.034,0.0,2.034,0.03,2.034,0.01,2.034,0.0,2.034,0.0,2.034,0.0,2.034,-0.03,2.034,0.0,2.034,0.0
2.036,0.0,2.036,0.02,2.036,0.02,2.036,0.01,2.036,0.01,2.036,0.0,2.036,0.01,2.036,0.01,2.036,0.0
2.038,0.0,2.038,0.03,2.038,0.02,2.038,0.01,2.038,0.01,2.038,0.01,2.038,0.02,2.038,0.0,2.038,-0.01
2.04,0.0,2.04,0.02,2.04,0.01,2.04,0.0,2.04,0.0,2.04,-0.01,2.04,0.01,2.04,0.0,2.04,-0.01
2.042,0.0,2.042,0.02,2.042,0.01,2.042,0.01,2.042,0.0,2.042,-0.02,2.042,0.02,2.042,0.01,2.042,0.01
2.044,0.01,2.044,0.02,2.044,0.02,2.044,0.0,2.044,0.01,2.044,0.0,2.044,0.01,2.044,0.0,2.044,0.0
2.046,0.01,2.046,0.03,2.046,0.01,2.046,0.0,2.046,0.01,2.046,0.0,2.046,-0.03,2.046,0.0,2.046,0.0
2.048,0.01,2.048,0.02,2.048,0.01,2.048,0.0,2.048,0.0,2.048,0.01,2.048,-0.03,2.048,0.0,2.048,0.0
2.05,0.0,2.05,0.02,2.05,0.01,2.05,0.01,2.05,0.0,2.05,0.0,2.05,-0.02,2.05,0.01,2.05,0.0
2.052,0.0,2.052,0.02,2.052,0.01,2.052,0.0,2.052,0.0,2.052,0.0,2.052,-0.02,2.052,0.0,2.052,0.0
2.054,0.01,2.054,0.01,2.054,0.01,2.054,0.0,2.054,0.0,2.054,0.0,2.054,0.0,2.054,0.01,2.054,0.0
2.056,0.01,2.056,0.01,2.056,0.02,2.056,0.0,2.056,0.01,2.056,-0.01,2.056,0.01,2.056,0.0,2.056,0.0
2.058,0.01,2.058,0.01,2.058,0.02,2.058,0.0,2.058,0.0,2.058,0.0,2.058,0.01,2.058,0.01,2.058,-0.01
2.06,0.02,2.06,0.01,2.06,0.01,2.06,0.0,2.06,0.01,2.06,0.01,2.06,-0.01,2.06,0.01,2.06,-0.01
2.062,0.01,2.062,0.02,2.062,0.02,2.062,0.01,2.062,0.01,2.062,0.01,2.062,-0.01,2.062,0.0,2.062,-0.01
2.064,0.01,2.064,0.02,2.064,0.01,2.064,0.01,2.064,0.0,2.064,0.0,2.064,-0.01,2.064,0.0,2.064,0.0
2.066,0.01,2.066,0.02,2.066,0.01,2.066,0.01,2.066,0.0,2.066,-0.02,2.066,-0.02,2.066,0.01,2.066,-0.01
2.068,0.01,2.068,0.01,2.068,0.0,2.068,0.01,2.068,0.0,2.068,-0.01,2.068,-0.02,2.068,0.0,2.068,0.0
2.07,0.01,2.07,0.01,2.07,0.02,2.07,0.01,2.07,0.01,2.07,0.0,2.07,0.0,2.07,0.01,2.07,-0.01
2.072,0.01,2.072,0.02,2.072,0.01,2.072,0.0,2.072,0.0,2.072,0.0,2.072,0.01,2.072,0.01,2.072,-0.01
2.074,0.01,2.074,0.02,2.074,0.02,2.074,0.0,2.074,0.0,2.074,0.0,2.074,0.0,2.074,0.0,2.074,-0.01
2.076,0.01,2.076,0.03,2.076,0.01,2.076,0.01,2.076,0.0,2.076,-0.01,2.076,-0.02,2.076,-0.01,2.076,0.0
2.078,0.02,2.078,0.02,2.078,0.02,2.078,0.01,2.078,0.01,2.078,0.0,2.078,-0.01,2.078,0.01,2.078,0.01
2.08,0.01,2.08,0.01,2.08,0.01,2.08,0.01,2.08,0.0,2.08,-0.01,2.08,-0.01,2.08,0.01,2.08,-0.01
2.082,0.01,2.082,0.01,2.082,0.01,2.082,0.01,2.082,0.01,2.082,0.0,2.082,-0.01,2.082,0.0,2.082,-0.01
2.084,0.01,2.084,0.01,2.084,0.01,2.084,0.01,2.084,0.0,2.084,0.0,2.084,0.0,2.084,0.0,2.084,-0.01
2.086,0.01,2.086,0.01,2.086,0.01,2.086,0.01,2.086,0.01,2.086,0.01,2.086,0.01,2.086,0.01,2.086,0.01
2.088,0.01,2.088,0.01,2.088,0.01,2.088,0.0,2.088,0.01,2.088,0.0,2.088,0.02,2.088,0.01,2.088,0.0
2.09,0.01,2.09,0.02,2.09,0.02,2.09,0.0,2.09,0.0,2.09,0.0,2.09,0.0,2.09,0.01,2.09,-0.01
2.092,0.01,2.092,0.02,2.092,0.01,2.092,0.01,2.092,0.0,2.092,0.0,2.092,-0.01,2.092,0.01,2.092,-0.01
2.094,0.01,2.094,0.01,2.094,0.01,2.094,0.0,2.094,0.01,2.094,-0.01,2.094,-0.01,2.094,0.01,2.094,0.0
2.096,0.02,2.096,0.02,2.096,0.01,2.096,0.0,2.096,0.0,2.096,0.0,2.096,0.02,2.096,0.01,2.096,-0.01
2.098,0.01,2.098,0.03,2.098,0.02,2.098,0.0,2.098,0.0,2.098,0.01,2.098,0.02,2.098,0.0,2.098,0.0
2.1,0.01,2.1,0.02,2.1,0.01,2.1,0.01,2.1,0.01,2.1,0.0,2.1,0.01,2.1,0.01,2.1,0.0
2.102,0.02,2.102,0.01,2.102,0.02,2.102,0.0,2.102,0.01,2.102,0.01,2.102,0.03,2.102,0.0,2.102,0.0
2.104,0.01,2.104,0.02,2.104,0.02,2.104,0.0,2.104,0.0,2.104,-0.02,2.104,0.01,2.104,0.01,2.104,0.0
2.106,0.01,2.106,0.02,2.106,0.02,2.106,0.0,2.106,0.0,2.106,-0.01,2.106,0.01,2.106,0.01,2.106,0.0
2.108,0.01,2.108,0.01,2.108,0.01,2.108,-0.01,2.108,0.01,2.108,0.01,2.108,0.0,2.108,0.0,2.108,0.0
2.11,0.01,2.11,0.01,2.11,0.01,2.11,0.0,2.11,0.01,2.11,0.01,2.11,0.0,2.11,0.01,2.11,-0.01
2.112,0.01,2.112,0.02,2.112,0.02,2.112,0.0,2.112,0.01,2.112,0.01,2.112,0.01,2.112,0.01,2.112,0.0
2.114,0.0,2.114,0.02,2.114,0.02,2.114,0.0,2.114,0.0,2.114,-0.01,2.114,0.01,2.114,0.01,2.114,0.0
2.116,0.0,2.116,0.02,2.116,0.01,2.116,0.01,2.116,0.01,2.116,-0.02,2.116,0.01,2.116,0.01,2.116,0.0
2.118,0.01,2.118,0.02,2.118,0.02,2.118,0.01,2.118,0.0,2.118,0.0,2.118,0.01,2.118,0.0,2.118,0.0
2.12,0.01,2.12,0.01,2.12,0.01,2.12,0.01,2.12,0.0,2.12,0.0,2.12,0.01,2.12,0.01,2.12,0.0
2.122,0.02,2.122,0.02,2.122,0.01,2.122,0.0,2.122,0.0,2.122,0.01,2.122,0.01,2.122,0.01,2.122,-0.01
2.124,0.01,2.124,0.02,2.124,0.0,2.124,0.0,2.124,0.01,2.124,2.25,2.124,-0.01,2.124,0.01,2.124,0.0
2.126,0.0,2.126,0.02,2.126,0.01,2.126,0.0,2.126,0.01,2.126,7.17,2.126,0.0,2.126,0.01,2.126,-0.01
2.128,0.01,2.128,0.02,2.128,0.01,2.128,0.0,2.128,0.0,2.128,10.8,2.128,0.0,2.128,0.01,2.128,-0.01
2.13,0.01,2.13,0.01,2.13,0.01,2.13,0.0,2.13,0.0,2.13,8.42,2.13,0.01,2.13,0.0,2.13,-0.01
2.132,0.01,2.132,0.02,2.132,0.01,2.132,0.0,2.132,0.0,2.132,8.37,2.132,0.02,2.132,0.0,2.132,-0.01
2.134,0.01,2.134,0.02,2.134,0.01,2.134,0.0,2.134,0.0,2.134,5.06,2.134,0.01,2.134,0.0,2.134,-0.01
2.136,0.01,2.136,0.01,2.136,0.01,2.136,-0.01,2.136,0.0,2.136,4.63,2.136,0.01,2.136,0.0,2.136,-0.01
2.138,0.0,2.138,0.02,2.138,0.01,2.138,0.0,2.138,0.0,2.138,4.68,2.138,0.01,2.138,0.0,2.138,0.0
2.14,0.02,2.14,0.01,2.14,0.01,2.14,0.0,2.14,0.0,2.14,4.76,2.14,-0.01,2.14,0.0,2.14,0.0
2.142,0.02,2.142,0.01,2.142,0.01,2.142,0.01,2.142,0.0,2.142,4.74,2.142,0.0,2.142,0.01,2.142,0.0
2.144,0.01,2.144,0.01,2.144,0.01,2.144,0.0,2.144,0.0,2.144,4.4,2.144,0.0,2.144,0.01,2.144,0.0
2.146,0.01,2.146,0.01,2.146,0.01,2.146,0.0,2.146,0.01,2.146,3.38,2.146,0.01,2.146,0.0,2.146,0.01
2.148,0.01,2.148,0.01,2.148,0.01,2.148,0.0,2.148,0.0,2.148,2.13,2.148,0.0,2.148,0.0,2.148,0.0
2.15,0.01,2.15,0.01,2.15,0.01,2.15,0.0,2.15,0.0,2.15,1.22,2.15,0.01,2.15,0.0,2.15,0.0
2.152,0.02,2.152,0.01,2.152,0.02,2.152,0.0,2.152,-0.01,2.152,0.63,2.152,-0.01,2.152,0.0,2.152,0.01
2.154,0.02,2.154,0.02,2.154,0.02,2.154,0.01,2.154,-0.01,2.154,0.26,2.154,-0.01,2.154,0.0,2.154,0.0
2.156,0.02,2.156,0.03,2.156,0.02,2.156,0.01,2.156,0.0,2.156,0.01,2.156,0.0,2.156,0.0,2.156,0.01
2.158,0.02,2.158,0.01,2.158,0.01,2.158,0.02,2.158,0.0,2.158,-0.05,2.158,0.01,2.158,0.0,2.158,0.0
2.16,0.02,2.16,0.01,2.16,0.02,2.16,0.01,2.16,0.0,2.16,-0.04,2.16,0.01,2.16,0.0,2.16,0.01
2.162,0.01,2.162,0.01,2.162,0.01,2.162,0.01,2.162,0.0,2.162,-0.06,2.162,0.02,2.162,0.0,2.162,0.0
2.164,0.02,2.164,0.01,2.164,0.02,2.164,0.01,2.164,0.01,2.164,0.0,2.164,-0.01,2.164,0.01,2.164,0.01
2.166,0.01,2.166,0.01,2.166,0.02,2.166,0.0,2.166,0.01,2.166,0.02,2.166,0.0,2.166,0.01,2.166,0.0
2.168,0.01,2.168,0.02,2.168,0.01,2.168,0.01,2.168,0.0,2.168,0.06,2.168,0.0,2.168,0.01,2.168,0.01
2.17,0.01,2.17,0.02,2.17,0.02,2.17,0.02,2.17,0.0,2.17,0.06,2.17,-0.02,2.17,0.01,2.17,0.0
2.172,0.02,2.172,0.02,2.172,0.02,2.172,0.01,2.172,0.01,2.172,-0.01,2.172,0.02,2.172,0.01,2.172,0.0
2.174,0.02,2.174,0.02,2.174,0.01,2.174,0.02,2.174,0.0,2.174,-0.05,2.174,0.02,2.174,0.01,2.174,0.01
2.176,0.02,2.176,0.03,2.176,0.01,2.176,0.02,2.176,0.0,2.176,-0.03,2.176,0.0,2.176,0.0,2.176,0.01
2.178,0.01,2.178,0.02,2.178,0.01,2.178,0.01,2.178,0.0,2.178,0.02,2.178,0.0,2.178,0.0,2.178,0.0
2.18,0.01,2.18,0.03,2.18,0.02,2.18,0.0,2.18,0.0,2.18,0.03,2.18,0.0,2.18,0.01,2.18,0.0
2.182,0.02,2.182,0.02,2.182,0.02,2.182,0.01,2.182,-0.01,2.182,0.04,2.182,-0.01,2.182,0.01,2.182,0.0
2.184,0.02,2.184,0.02,2.184,0.01,2.184,0.01,2.184,0.0,2.184,-0.01,2.184,-0.01,2.184,0.0,2.184,0.0
2.186,0.01,2.186,0.02,2.186,0.01,2.186,0.0,2.186,0.0,2.186,-0.01,2.186,0.01,2.186,0.0,2.186,-0.01
2.188,0.01,2.188,0.02,2.188,0.01,2.188,0.0,2.188,0.0,2.188,-0.03,2.188,0.0,2.188,0.01,2.188,0.0
2.19,0.01,2.19,0.02,2.19,0.01,2.19,0.02,2.19,-0.01,2.19,-0.06,2.19,-0.01,2.19,0.01,2.19,0.01
2.192,0.01,2.192,0.01,2.192,0.01,2.192,0.01,2.192,0.0,2.192,0.05,2.192,0.0,2.192,0.01,2.192,0.01
2.194,0.01,2.194,0.01,2.194,0.01,2.194,0.0,2.194,0.0,2.194,0.03,2.194,-0.01,2.194,0.0,2.194,0.0
2.196,0.01,2.196,0.02,2.196,0.02,2.196,0.01,2.196,0.0,2.196,0.01,2.196,0.0,2.196,0.0,2.196,0.0
2.198,0.01,2.198,0.02,2.198,0.02,2.198,0.0,2.198,0.0,2.198,0.0,2.198,0.02,2.198,0.0,2.198,0.0
2.2,0.02,2.2,0.01,2.2,0.02,2.2,0.02,2.2,0.0,2.2,-0.08,2.2,-0.01,2.2,0.0,2.2,0.0
2.202,0.02,2.202,0.01,2.202,0.02,2.202,0.01,2.202,0.0,2.202,0.02,2.202,-0.01,2.202,0.0,2.202,0.0
2.204,0.01,2.204,0.01,2.204,0.02,2.204,0.0,2.204,0.0,2.204,-0.03,2.204,0.01,2.204,0.01,2.204,0.0
2.206,0.02,2.206,0.0,2.206,0.0,2.206,0.01,2.206,0.0,2.206,0.0,2.206,0.0,2.206,0.0,2.206,0.0
2.208,0.01,2.208,0.01,2.208,0.01,2.208,0.0,2.208,0.0,2.208,0.04,2.208,0.0,2.208,0.0,2.208,0.0
2.21,0.02,2.21,0.01,2.21,0.01,2.21,0.01,2.21,0.0,2.21,0.0,2.21,0.01,2.21,0.0,2.21,0.0
2.212,0.02,2.212,0.01,2.212,0.02,2.212,0.0,2.212,0.01,2.212,-0.02,2.212,-0.01,2.212,0.01,2.212,0.01
2.214,0.02,2.214,0.0,2.214,0.01,2.214,0.01,2.214,0.01,2.214,-0.01,2.214,0.0,2.214,0.0,2.214,0.01
2.216,0.02,2.216,0.01,2.216,0.02,2.216,0.01,2.216,0.0,2.216,0.0,2.216,0.0,2.216,0.01,2.216,0.01
2.218,0.01,2.218,0.01,2.218,0.01,2.218,0.0,2.218,0.0,2.218,0.01,2.218,-0.03,2.218,0.0,2.218,0.0
2.22,0.0,2.22,0.01,2.22,0.01,2.22,0.01,2.22,0.0,2.22,0.05,2.22,-0.01,2.22,0.0,2.22,0.01
2.222,0.0,2.222,0.01,2.222,0.0,2.222,0.01,2.222,0.0,2.222,-0.03,2.222,0.01,2.222,0.0,2.222,0.01
2.224,0.01,2.224,0.01,2.224,0.01,2.224,0.0,2.224,0.0,2.224,-0.02,2.224,0.0,2.224,0.0,2.224,0.0
2.226,0.01,2.226,0.01,2.226,0.01,2.226,0.01,2.226,0.0,2.226,-0.02,2.226,-0.01,2.226,-0.01,2.226,0.0
2.228,0.01,2.228,0.0,2.228,0.01,2.228,0.0,2.228,0.0,2.228,-0.03,2.228,0.0,2.228,0.0,2.228,0.01
2.23,0.01,2.23,0.01,2.23,0.01,2.23,0.01,2.23,0.0,2.23,0.05,2.23,0.02,2.23,0.0,2.23,0.0
2.232,0.0,2.232,0.01,2.232,0.01,2.232,0.01,2.232,0.0,2.232,0.03,2.232,0.0,2.232,0.0,2.232,0.01
2.234,0.01,2.234,0.01,2.234,0.01,2.234,0.01,2.234,0.0,2.234,-0.01,2.234,-0.02,2.234,0.0,2.234,0.01
2.236,0.02,2.236,0.01,2.236,0.01,2.236,0.02,2.236,0.0,2.236,0.01,2.236,-0.02,2.236,0.0,2.236,0.0
2.238,0.01,2.238,0.01,2.238,0.01,2.238,0.0,2.238,0.0,2.238,-0.03,2.238,0.01,2.238,0.01,2.238,0.0
2.24,0.01,2.24,0.01,2.24,0.0,2.24,0.02,2.24,0.0,2.24,0.0,2.24,0.01,2.24,0.0,2.24,0.0
2.242,0.01,2.242,0.01,2.242,0.01,2.242,0.01,2.242,0.01,2.242,0.01,2.242,-0.01,2.242,0.0,2.242,0.01
2.244,0.0,2.244,0.01,2.244,0.01,2.244,0.0,2.244,0.0,2.244,-0.01,2.244,0.01,2.244,0.0,2.244,0.0
2.246,0.01,2.246,0.01,2.246,0.0,2.246,0.01,2.246,0.0,2.246,0.01,2.246,0.0,2.246,0.0,2.246,0.0
2.248,0.01,2.248,0.01,2.248,0.01,2.248,0.0,2.248,-0.01,2.248,-0.02,2.248,-0.01,2.248,0.0,2.248,-0.01
2.25,0.01,2.25,0.01,2.25,0.0,2.25,0.0,2.25,0.0,2.25,-0.01,2.25,0.01,2.25,0.0,2.25,0.0
2.252,0.01,2.252,0.01,2.252,0.01,2.252,0.0,2.252,0.01,2.252,0.0,2.252,-0.01,2.252,0.01,2.252,0.0
2.254,0.01,2.254,0.02,2.254,0.01,2.254,0.0,2.254,0.0,2.254,-0.01,2.254,0.01,2.254,0.0,2.254,0.0
2.256,0.01,2.256,0.01,2.256,0.01,2.256,0.01,2.256,0.0,2.256,0.01,2.256,0.03,2.256,0.0,2.256,0.0
2.258,0.0,2.258,0.01,2.258,0.01,2.258,0.01,2.258,0.0,2.258,0.01,2.258,0.0,2.258,0.01,2.258,-0.01
2.26,0.01,2.26,0.01,2.26,0.0,2.26,0.01,2.26,0.0,2.26,-0.01,2.26,-0.02,2.26,0.01,2.26,0.0
2.262,0.01,2.262,0.01,2.262,0.01,2.262,0.0,2.262,0.0,2.262,0.0,2.262,-0.01,2.262,0.0,2.262,0.0
2.264,0.02,2.264,0.01,2.264,0.01,2.264,0.01,2.264,0.01,2.264,-0.02,2.264,0.0,2.264,0.0,2.264,0.0
2.266,0.02,2.266,0.01,2.266,0.0,2.266,0.01,2.266,0.01,2.266,0.0,2.266,0.01,2.266,0.0,2.266,0.01
2.268,0.02,2.268,0.01,2.268,0.0,2.268,0.01,2.268,0.0,2.268,-0.01,2.268,0.02,2.268,0.0,2.268,0.01
2.27,0.03,2.27,0.01,2.27,0.0,2.27,0.01,2.27,0.0,2.27,0.01,2.27,-0.01,2.27,0.0,2.27,0.0
2.272,0.03,2.272,0.01,2.272,0.0,2.272,0.01,2.272,0.0,2.272,0.02,2.272,-0.01,2.272,-0.01,2.272,0.0
2.274,0.03,2.274,0.01,2.274,0.0,2.274,0.01,2.274,0.0,2.274,-0.01,2.274,0.01,2.274,0.0,2.274,0.0
2.276,0.02,2.276,0.01,2.276,0.02,2.276,0.01,2.276,0.0,2.276,-0.02,2.276,-0.02,2.276,-0.01,2.276,0.0
2.278,0.01,2.278,0.01,2.278,0.01,2.278,0.01,2.278,0.0,2.278,-0.01,2.278,0.0,2.278,0.01,2.278,0.0
2.28,0.01,2.28,0.01,2.28,0.02,2.28,0.0,2.28,0.0,2.28,-0.01,2.28,0.01,2.28,0.0,2.28,0.0
2.282,0.01,2.282,0.01,2.282,0.01,2.282,0.01,2.282,0.0,2.282,0.01,2.282,-0.01,2.282,0.0,2.282,0.0
2.284,0.01,2.284,0.0,2.284,0.0,2.284,0.01,2.284,0.0,2.284,-0.01,2.284,0.01,2.284,0.0,2.284,-0.01
2.286,0.01,2.286,0.02,2.286,0.01,2.286,0.0,2.286,0.01,2.286,-0.01,2.286,0.0,2.286,0.01,2.286,0.0
2.288,0.01,2.288,0.0,2.288,0.01,2.288,0.01,2.288,0.01,2.288,0.0,2.288,-0.01,2.288,0.01,2.288,0.0
2.29,0.02,2.29,0.01,2.29,0.01,2.29,-0.01,2.29,0.01,2.29,-0.01,2.29,-0.01,2.29,0.0,2.29,0.0
2.292,0.01,2.292,0.01,2.292,0.01,2.292,0.01,2.292,0.01,2.292,0.0,2.292,0.0,2.292,0.0,2.292,0.0
2.294,0.01,2.294,0.0,2.294,0.01,2.294,0.01,2.294,0.01,2.294,0.01,2.294,0.0,2.294,0.01,2.294,0.0
2.296,0.01,2.296,0.01,2.296,0.01,2.296,0.0,2.296,0.0,2.296,-0.01,2.296,0.0,2.296,0.0,2.296,0.0
2.298,0.01,2.298,0.01,2.298,0.01,2.298,0.02,2.298,0.0,2.298,0.01,2.298,0.0,2.298,0.0,2.298,0.0
2.3,0.02,2.3,0.01,2.3,0.0,2.3,-0.01,2.3,0.0,2.3,0.01,2.3,-0.02,2.3,0.0,2.3,0.0
2.302,0.02,2.302,0.02,2.302,0.0,2.302,0.0,2.302,0.0,2.302,-0.01,2.302,0.01,2.302,0.01,2.302,0.0
2.304,0.02,2.304,0.02,2.304,0.01,2.304,0.0,2.304,0.0,2.304,0.0,2.304,0.0,2.304,0.01,2.304,0.01
2.306,0.02,2.306,0.02,2.306,0.01,2.306,-0.02,2.306,0.0,2.306,-0.01,2.306,-0.01,2.306,0.02,2.306,0.01
2.308,0.02,2.308,0.03,2.308,0.02,2.308,0.0,2.308,-0.01,2.308,0.0,2.308,0.01,2.308,0.01,2.308,0.01
2.31,0.02,2.31,0.01,2.31,0.01,2.31,-0.01,2.31,0.0,2.31,0.01,2.31,0.0,2.31,0.01,2.31,0.0
2.312,0.02,2.312,0.02,2.312,0.01,2.312,0.16,2.312,0.0,2.312,0.0,2.312,-0.01,2.312,0.02,2.312,0.0
2.314,0.02,2.314,0.03,2.314,0.01,2.314,0.54,2.314,-0.01,2.314,0.0,2.314,0.01,2.314,0.0,2.314,0.0
2.316,0.02,2.316,0.02,2.316,0.02,2.316,0.81,2.316,0.0,2.316,0.0,2.316,-0.01,2.316,0.0,2.316,-0.01
2.318,0.02,2.318,0.02,2.318,0.01,2.318,1.2,2.318,0.0,2.318,0.0,2.318,0.0,2.318,0.0,2.318,0.01
2.32,0.03,2.32,0.02,2.32,0.01,2.32,1.47,2.32,0.0,2.32,0.01,2.32,0.0,2.32,0.01,2.32,0.01
2.322,0.02,2.322,0.02,2.322,0.01,2.322,1.79,2.322,0.0,2.322,0.0,2.322,0.0,2.322,0.0,2.322,0.0
2.324,0.01,2.324,0.02,2.324,0.01,2.324,2.1,2.324,0.01,2.324,0.01,2.324,-0.01,2.324,0.01,2.324,0.01
2.326,0.01,2.326,0.02,2.326,0.01,2.326,2.33,2.326,0.0,2.326,0.0,2.326,0.0,2.326,0.01,2.326,0.0
2.328,0.02,2.328,0.01,2.328,0.01,2.328,2.55,2.328,0.0,2.328,-0.01,2.328,0.0,2.328,0.0,2.328,0.0
2.33,0.01,2.33,0.02,2.33,0.0,2.33,2.68,2.33,0.0,2.33,0.0,2.33,-0.02,2.33,0.0,2.33,0.0
2.332,0.01,2.332,0.02,2.332,0.01,2.332,2.76,2.332,0.0,2.332,0.0,2.332,-0.01,2.332,0.01,2.332,0.02
2.334,0.01,2.334,0.02,2.334,0.01,2.334,2.86,2.334,0.0,2.334,0.01,2.334,-0.02,2.334,0.01,2.334,0.01
2.336,0.01,2.336,0.02,2.336,0.01,2.336,3.0,2.336,0.0,2.336,0.01,2.336,-0.01,2.336,0.01,2.336,0.01
2.338,0.0,2.338,0.01,2.338,0.01,2.338,3.08,2.338,0.0,2.338,0.0,2.338,0.0,2.338,0.0,2.338,0.0
2.34,0.0,2.34,0.02,2.34,0.0,2.34,3.12,2.34,0.01,2.34,0.0,2.34,-0.02,2.34,0.0,2.34,0.0
2.342,0.01,2.342,0.02,2.342,0.0,2.342,3.28,2.342,0.01,2.342,0.0,2.342,-0.01,2.342,0.0,2.342,-0.01
2.344,0.0,2.344,0.01,2.344,0.0,2.344,3.65,2.344,0.0,2.344,0.0,2.344,-0.01,2.344,0.01,2.344,0.01
2.346,0.01,2.346,0.02,2.346,0.0,2.346,3.88,2.346,0.0,2.346,0.02,2.346,-0.01,2.346,0.0,2.346,0.0
2.348,0.0,2.348,0.02,2.348,0.0,2.348,3.97,2.348,0.0,2.348,0.0,2.348,-0.01,2.348,0.0,2.348,0.0
2.35,0.02,2.35,0.02,2.35,0.01,2.35,3.93,2.35,0.0,2.35,0.01,2.35,-0.03,2.35,0.01,2.35,-0.01
2.352,0.01,2.352,0.02,2.352,0.01,2.352,3.71,2.352,0.0,2.352,0.01,2.352,-0.01,2.352,0.0,2.352,-0.01
