Time (s) A1,Force (N) A1,Time (s) A2,Force (N) A2,Time (s) A3,Force (N) A3,Time (s) B1,Force (N) B1,Time (s) B2,Force (N) B2,Time (s) B3,Force (N) B3,Time (s) Control 1,Force (N) Control 1,Time (s) Control 2,Force (N) Control 2,Time (s) Control 3,Force (N) Control 3
,,,,,,,,9.114,0.29,,,,,9.114,0.3,9.114,-0.03
,,,,,,,,9.116,0.29,,,,,9.116,0.3,9.116,-0.02
,,,,,,,,9.118,0.29,,,,,9.118,0.31,9.118,-0.01
,,,,,,,,9.12,0.29,,,,,9.12,0.3,9.12,-0.01
,,,,,,,,9.122,0.29,,,,,9.122,0.29,9.122,-0.02
,,,,,,,,9.124,0.29,,,,,9.124,0.3,9.124,-0.01
,,,,,,,,9.126,0.29,,,,,9.126,0.3,9.126,-0.01
,,,,,,,,9.128,0.28,,,,,9.128,0.29,9.128,-0.01
,,,,,,,,9.13,0.29,,,,,9.13,0.3,9.13,-0.01
,,,,,,,,9.132,0.29,,,,,9.132,0.3,9.132,-0.01
,,,,,,,,9.134,0.28,,,,,9.134,0.29,9.134,0.0
,,,,,,,,9.136,0.29,,,,,9.136,0.3,9.136,-0.01
,,,,,,,,9.138,0.29,,,,,9.138,0.3,9.138,-0.01
,,,,,,,,9.14,0.28,,,,,9.14,0.3,9.14,-0.01
,,,,,,,,9.142,0.29,,,,,9.142,0.3,9.142,0.0
,,,,,,,,9.144,0.29,,,,,9.144,0.29,9.144,0.0
,,,,,,,,9.146,0.29,,,,,9.146,0.3,9.146,-0.01
,,,,,,,,9.148,0.3,,,,,9.148,0.29,9.148,0.0
,,,,,,,,9.15,0.29,,,,,9.15,0.3,9.15,0.0
,,,,,,,,9.152,0.29,,,,,9.152,0.29,9.152,-0.01
,,,,,,,,9.154,0.28,,,,,9.154,0.3,9.154,0.0
,,,,,,,,9.156,0.29,,,,,9.156,0.3,9.156,-0.01
,,,,,,,,9.158,0.29,,,,,9.158,0.3,9.158,-0.01
,,,,,,,,9.16,0.29,,,,,9.16,0.31,9.16,0.0
,,,,,,,,9.162,0.28,,,,,9.162,0.31,9.162,0.0
,,,,,,,,9.164,0.27,,,,,9.164,0.31,9.164,-0.01
,,,,,,,,9.166,0.28,,,,,9.166,0.31,9.166,0.0
,,,,,,,,9.168,0.28,,,,,9.168,0.32,9.168,0.0
,,,,,,,,9.17,0.29,,,,,9.17,0.31,9.17,0.0
,,,,,,,,9.172,0.28,,,,,9.172,0.31,9.172,-0.01
,,,,,,,,9.174,0.28,,,,,9.174,0.31,9.174,0.0
,,,,,,,,9.176,0.28,,,,,9.176,0.31,9.176,0.0
,,,,,,,,9.178,0.28,,,,,9.178,0.31,9.178,0.0
,,,,,,,,9.18,0.28,,,,,9.18,0.3,9.18,0.0
,,,,,,,,9.182,0.28,,,,,9.182,0.3,9.182,0.0
,,,,,,,,9.184,0.29,,,,,9.184,0.29,9.184,0.0
,,,,,,,,9.186,0.29,,,,,9.186,0.29,9.186,0.0
,,,,,,,,9.188,0.29,,,,,9.188,0.3,9.188,-0.01
,,,,,,,,9.19,0.29,,,,,9.19,0.31,9.19,-0.01
,,,,,,,,9.192,0.29,,,,,9.192,0.3,9.192,-0.01
,,,,,,,,9.194,0.3,,,,,9.194,0.3,9.194,-0.02
,,,,,,,,9.196,0.3,,,,,9.196,0.3,9.196,-0.02
,,,,,,,,9.198,0.31,,,,,9.198,0.29,9.198,-0.02
,,,,,,,,9.2,0.3,,,,,9.2,0.3,9.2,-0.01
,,,,,,,,9.202,0.3,,,,,9.202,0.29,9.202,-0.01
,,,,,,,,9.204,0.29,,,,,9.204,0.29,9.204,-0.01
,,,,,,,,9.206,0.29,,,,,9.206,0.29,9.206,-0.01
,,,,,,,,9.208,0.29,,,,,9.208,0.3,9.208,-0.02
,,,,,,,,9.21,0.29,,,,,9.21,0.31,9.21,-0.01
,,,,,,,,9.212,0.29,,,,,9.212,0.31,9.212,0.0
,,,,,,,,9.214,0.29,,,,,9.214,0.31,9.214,-0.01
,,,,,,,,9.216,0.29,,,,,9.216,0.31,9.216,0.0
,,,,,,,,9.218,0.29,,,,,9.218,0.32,9.218,0.0
,,,,,,,,9.22,0.29,,,,,9.22,0.31,9.22,-0.01
,,,,,,,,9.222,0.29,,,,,9.222,0.31,9.222,0.0
,,,,,,,,9.224,0.28,,,,,9.224,0.31,9.224,0.0
,,,,,,,,9.226,0.28,,,,,9.226,0.32,9.226,0.0
,,,,,,,,9.228,0.28,,,,,9.228,0.31,9.228,0.0
,,,,,,,,9.23,0.28,,,,,9.23,0.31,9.23,0.01
,,,,,,,,9.232,0.29,,,,,9.232,0.31,9.232,0.0
,,,,,,,,9.234,0.28,,,,,9.234,0.3,9.234,0.0
,,,,,,,,9.236,0.28,,,,,9.236,0.31,9.236,0.0
,,,,,,,,9.238,0.28,,,,,9.238,0.31,9.238,0.0
,,,,,,,,9.24,0.29,,,,,9.24,0.29,9.24,0.0
,,,,,,,,9.242,0.29,,,,,9.242,0.31,9.242,0.0
,,,,,,,,9.244,0.3,,,,,9.244,0.31,9.244,0.0
,,,,,,,,9.246,0.29,,,,,9.246,0.3,9.246,0.0
,,,,,,,,9.248,0.29,,,,,9.248,0.3,9.248,0.0
,,,,,,,,9.25,0.29,,,,,9.25,0.3,9.25,0.0
,,,,,,,,9.252,0.29,,,,,9.252,0.31,9.252,0.0
,,,,,,,,9.254,0.29,,,,,9.254,0.3,9.254,0.0
,,,,,,,,9.256,0.29,,,,,9.256,0.3,9.256,0.0
,,,,,,,,9.258,0.3,,,,,9.258,0.3,9.258,-0.01
,,,,,,,,9.26,0.29,,,,,9.26,0.3,9.26,0.0
,,,,,,,,9.262,0.29,,,,,9.262,0.31,9.262,0.0
,,,,,,,,9.264,0.29,,,,,9.264,0.31,9.264,-0.01
,,,,,,,,9.266,0.29,,,,,9.266,0.3,9.266,0.0
,,,,,,,,9.268,0.3,,,,,9.268,0.31,9.268,0.0
,,,,,,,,9.27,0.29,,,,,9.27,0.31,9.27,0.01
,,,,,,,,9.272,0.3,,,,,9.272,0.31,9.272,0.0
,,,,,,,,9.274,0.3,,,,,9.274,0.31,9.274,0.0
,,,,,,,,9.276,0.29,,,,,9.276,0.31,9.276,0.0
,,,,,,,,9.278,0.3,,,,,9.278,0.32,9.278,0.0
,,,,,,,,9.28,0.29,,,,,9.28,0.32,9.28,0.01
,,,,,,,,9.282,0.29,,,,,9.282,0.31,9.282,0.01
,,,,,,,,9.284,0.28,,,,,9.284,0.31,9.284,0.01
,,,,,,,,9.286,0.29,,,,,9.286,0.3,9.286,0.0
,,,,,,,,9.288,0.29,,,,,9.288,0.31,9.288,0.01
,,,,,,,,9.29,0.29,,,,,9.29,0.3,9.29,0.01
,,,,,,,,9.292,0.29,,,,,9.292,0.3,9.292,0.0
,,,,,,,,9.294,0.29,,,,,9.294,0.3,9.294,0.01
,,,,,,,,9.296,0.29,,,,,9.296,0.3,9.296,0.0
,,,,,,,,9.298,0.29,,,,,9.298,0.3,9.298,0.0
,,,,,,,,9.3,0.28,,,,,9.3,0.31,9.3,0.01
,,,,,,,,9.302,0.29,,,,,9.302,0.31,9.302,0.0
,,,,,,,,9.304,0.29,,,,,9.304,0.31,9.304,0.0
,,,,,,,,9.306,0.29,,,,,9.306,0.31,9.306,0.0
,,,,,,,,9.308,0.29,,,,,9.308,0.3,9.308,0.0
,,,,,,,,9.31,0.29,,,,,9.31,0.3,9.31,0.01
,,,,,,,,9.312,0.29,,,,,9.312,0.3,9.312,0.0
,,,,,,,,9.314,0.29,,,,,9.314,0.31,9.314,0.0
,,,,,,,,9.316,0.3,,,,,9.316,0.3,9.316,0.0
,,,,,,,,9.318,0.3,,,,,9.318,0.31,9.318,0.0
,,,,,,,,9.32,0.3,,,,,9.32,0.31,9.32,0.0
,,,,,,,,9.322,0.3,,,,,9.322,0.3,9.322,0.01
,,,,,,,,9.324,0.3,,,,,9.324,0.3,9.324,0.01
,,,,,,,,9.326,0.29,,,,,9.326,0.3,9.326,0.01
,,,,,,,,9.328,0.29,,,,,9.328,0.31,9.328,0.0
,,,,,,,,9.33,0.29,,,,,9.33,0.3,9.33,0.0
,,,,,,,,9.332,0.3,,,,,9.332,0.31,9.332,0.01
,,,,,,,,9.334,0.28,,,,,9.334,0.31,9.334,0.0
,,,,,,,,9.336,0.29,,,,,9.336,0.31,9.336,0.0
,,,,,,,,9.338,0.29,,,,,9.338,0.29,9.338,0.01
,,,,,,,,9.34,0.29,,,,,9.34,0.31,9.34,0.01
,,,,,,,,9.342,0.29,,,,,9.342,0.3,9.342,0.0
,,,,,,,,9.344,0.29,,,,,9.344,0.31,9.344,0.0
,,,,,,,,9.346,0.29,,,,,9.346,0.31,9.346,0.01
,,,,,,,,9.348,0.28,,,,,9.348,0.3,9.348,0.01
,,,,,,,,9.35,0.29,,,,,9.35,0.31,9.35,0.0
,,,,,,,,9.352,0.29,,,,,9.352,0.31,9.352,0.02
,,,,,,,,9.354,0.28,,,,,9.354,0.31,9.354,0.01
,,,,,,,,9.356,0.29,,,,,9.356,0.32,9.356,0.0
,,,,,,,,9.358,0.3,,,,,9.358,0.31,9.358,-0.01
,,,,,,,,9.36,0.29,,,,,9.36,0.33,9.36,0.01
,,,,,,,,9.362,0.28,,,,,9.362,0.31,9.362,0.0
,,,,,,,,9.364,0.29,,,,,9.364,0.31,9.364,0.0
,,,,,,,,9.366,0.29,,,,,9.366,0.31,9.366,-0.01
,,,,,,,,9.368,0.28,,,,,9.368,0.31,9.368,0.0
,,,,,,,,9.37,0.29,,,,,9.37,0.32,9.37,0.0
,,,,,,,,9.372,0.29,,,,,9.372,0.31,9.372,-0.01
,,,,,,,,9.374,0.29,,,,,9.374,0.3,9.374,0.0
,,,,,,,,9.376,0.29,,,,,9.376,0.31,9.376,-0.02
,,,,,,,,9.378,0.29,,,,,9.378,0.31,9.378,-0.01
,,,,,,,,9.38,0.3,,,,,9.38,0.32,9.38,-0.01
,,,,,,,,9.382,0.3,,,,,9.382,0.31,9.382,0.0
,,,,,,,,9.384,0.3,,,,,9.384,0.31,9.384,0.0
,,,,,,,,9.386,0.3,,,,,9.386,0.31,9.386,0.0
,,,,,,,,9.388,0.29,,,,,9.388,0.3,9.388,0.0
,,,,,,,,9.39,0.3,,,,,9.39,0.29,9.39,0.0
,,,,,,,,9.392,0.3,,,,,9.392,0.3,9.392,0.0
,,,,,,,,9.394,0.3,,,,,9.394,0.3,9.394,-0.01
,,,,,,,,9.396,0.29,,,,,9.396,0.29,9.396,0.0
,,,,,,,,9.398,0.3,,,,,9.398,0.29,9.398,0.0
,,,,,,,,9.4,0.29,,,,,9.4,0.3,9.4,-0.01
,,,,,,,,9.402,0.29,,,,,9.402,0.3,9.402,-0.01
,,,,,,,,9.404,0.28,,,,,9.404,0.3,9.404,-0.01
,,,,,,,,9.406,0.28,,,,,9.406,0.31,9.406,-0.01
,,,,,,,,9.408,0.29,,,,,9.408,0.3,9.408,0.0
,,,,,,,,9.41,0.29,,,,,9.41,0.3,9.41,0.0
,,,,,,,,9.412,0.29,,,,,9.412,0.3,9.412,-0.01
,,,,,,,,9.414,0.29,,,,,9.414,0.3,9.414,0.0
,,,,,,,,9.416,0.28,,,,,9.416,0.31,9.416,0.0
,,,,,,,,9.418,0.28,,,,,9.418,0.3,9.418,-0.01
,,,,,,,,9.42,0.28,,,,,9.42,0.29,9.42,-0.01
,,,,,,,,9.422,0.28,,,,,9.422,0.29,9.422,-0.02
,,,,,,,,9.424,0.29,,,,,9.424,0.3,9.424,0.0
,,,,,,,,9.426,0.29,,,,,9.426,0.29,9.426,-0.01
,,,,,,,,9.428,0.29,,,,,9.428,0.3,9.428,0.0
,,,,,,,,9.43,0.29,,,,,9.43,0.3,9.43,-0.01
,,,,,,,,9.432,0.28,,,,,9.432,0.3,9.432,-0.02
,,,,,,,,9.434,0.28,,,,,9.434,0.3,9.434,0.0
,,,,,,,,9.436,0.29,,,,,9.436,0.3,9.436,-0.02
,,,,,,,,9.438,0.29,,,,,9.438,0.31,9.438,0.0
,,,,,,,,9.44,0.3,,,,,9.44,0.3,9.44,-0.02
,,,,,,,,9.442,0.3,,,,,9.442,0.3,9.442,0.0
,,,,,,,,9.444,0.3,,,,,9.444,0.31,9.444,-0.01
,,,,,,,,9.446,0.3,,,,,9.446,0.3,9.446,-0.01
,,,,,,,,9.448,0.29,,,,,9.448,0.3,9.448,-0.01
,,,,,,,,9.45,0.29,,,,,9.45,0.31,9.45,-0.01
,,,,,,,,9.452,0.29,,,,,9.452,0.31,9.452,-0.01
,,,,,,,,9.454,0.28,,,,,9.454,0.31,9.454,0.0
,,,,,,,,9.456,0.29,,,,,9.456,0.31,9.456,-0.01
,,,,,,,,9.458,0.29,,,,,9.458,0.3,9.458,-0.01
,,,,,,,,9.46,0.28,,,,,9.46,0.3,9.46,-0.01
,,,,,,,,9.462,0.28,,,,,9.462,0.29,9.462,0.01
,,,,,,,,9.464,0.28,,,,,9.464,0.29,9.464,0.0
,,,,,,,,9.466,0.28,,,,,9.466,0.29,9.466,0.0
,,,,,,,,9.468,0.28,,,,,9.468,0.3,9.468,-0.01
,,,,,,,,9.47,0.28,,,,,9.47,0.29,9.47,0.0
,,,,,,,,9.472,0.28,,,,,9.472,0.3,9.472,0.0
,,,,,,,,9.474,0.27,,,,,9.474,0.31,9.474,0.0
,,,,,,,,9.476,0.28,,,,,9.476,0.3,9.476,0.01
,,,,,,,,9.478,0.28,,,,,9.478,0.28,9.478,0.0
,,,,,,,,9.48,0.29,,,,,9.48,0.29,9.48,0.0
,,,,,,,,9.482,0.28,,,,,9.482,0.29,9.482,0.0
,,,,,,,,9.484,0.29,,,,,9.484,0.29,9.484,0.0
,,,,,,,,9.486,0.29,,,,,9.486,0.3,9.486,0.0
,,,,,,,,9.488,0.29,,,,,9.488,0.3,9.488,-0.01
,,,,,,,,9.49,0.29,,,,,9.49,0.3,9.49,0.0
,,,,,,,,9.492,0.29,,,,,9.492,0.3,9.492,-0.01
,,,,,,,,9.494,0.29,,,,,9.494,0.29,9.494,-0.01
,,,,,,,,9.496,0.29,,,,,9.496,0.3,9.496,0.0
,,,,,,,,9.498,0.29,,,,,9.498,0.29,9.498,-0.01
,,,,,,,,9.5,0.29,,,,,9.5,0.3,9.5,0.0
,,,,,,,,9.502,0.29,,,,,9.502,0.31,9.502,-0.01
,,,,,,,,9.504,0.29,,,,,9.504,0.31,9.504,-0.01
,,,,,,,,9.506,0.3,,,,,9.506,0.32,9.506,-0.02
,,,,,,,,9.508,0.3,,,,,9.508,0.31,9.508,-0.01
,,,,,,,,9.51,0.29,,,,,9.51,0.31,9.51,-0.01
,,,,,,,,9.512,0.3,,,,,9.512,0.32,9.512,-0.01
,,,,,,,,9.514,0.29,,,,,9.514,0.31,9.514,-0.01
,,,,,,,,9.516,0.29,,,,,9.516,0.31,9.516,0.0
,,,,,,,,9.518,0.29,,,,,9.518,0.31,9.518,0.0
,,,,,,,,9.52,0.29,,,,,9.52,0.31,9.52,-0.02
,,,,,,,,9.522,0.29,,,,,9.522,0.31,9.522,0.0
,,,,,,,,9.524,0.29,,,,,9.524,0.31,9.524,-0.01
,,,,,,,,9.526,0.29,,,,,9.526,0.31,9.526,0.0
,,,,,,,,9.528,0.28,,,,,9.528,0.31,9.528,-0.01
,,,,,,,,9.53,0.28,,,,,9.53,0.3,9.53,-0.01
,,,,,,,,9.532,0.28,,,,,9.532,0.29,9.532,-0.02
,,,,,,,,9.534,0.29,,,,,9.534,0.29,9.534,-0.02
,,,,,,,,9.536,0.29,,,,,9.536,0.29,9.536,-0.01
,,,,,,,,9.538,0.29,,,,,9.538,0.29,9.538,0.0
,,,,,,,,9.54,0.29,,,,,9.54,0.29,9.54,0.0
,,,,,,,,9.542,0.29,,,,,9.542,0.3,9.542,-0.01
,,,,,,,,9.544,0.29,,,,,9.544,0.3,9.544,-0.01
,,,,,,,,9.546,0.28,,,,,9.546,0.31,9.546,-0.01
,,,,,,,,9.548,0.29,,,,,9.548,0.29,9.548,0.0
,,,,,,,,9.55,0.3,,,,,9.55,0.3,9.55,-0.01
,,,,,,,,9.552,0.29,,,,,9.552,0.29,9.552,-0.01
,,,,,,,,9.554,0.29,,,,,9.554,0.28,9.554,-0.01
,,,,,,,,9.556,0.29,,,,,9.556,0.3,9.556,0.0
,,,,,,,,9.558,0.29,,,,,9.558,0.3,9.558,0.0
,,,,,,,,9.56,0.3,,,,,9.56,0.31,9.56,0.0
,,,,,,,,9.562,0.29,,,,,9.562,0.31,9.562,-0.01
,,,,,,,,9.564,0.29,,,,,9.564,0.31,9.564,0.0
,,,,,,,,9.566,0.3,,,,,9.566,0.31,9.566,-0.02
,,,,,,,,9.568,0.29,,,,,9.568,0.31,9.568,-0.01
,,,,,,,,9.57,0.3,,,,,9.57,0.33,9.57,-0.01
,,,,,,,,9.572,0.29,,,,,9.572,0.32,9.572,-0.01
,,,,,,,,9.574,0.29,,,,,9.574,0.32,9.574,0.0
,,,,,,,,9.576,0.29,,,,,9.576,0.32,9.576,0.0
,,,,,,,,9.578,0.29,,,,,9.578,0.32,9.578,0.0
,,,,,,,,9.58,0.28,,,,,9.58,0.32,9.58,0.0
,,,,,,,,9.582,0.29,,,,,9.582,0.32,9.582,0.0
,,,,,,,,9.584,0.29,,,,,9.584,0.32,9.584,0.0
,,,,,,,,9.586,0.29,,,,,9.586,0.32,9.586,-0.01
,,,,,,,,9.588,0.28,,,,,9.588,0.31,9.588,0.0
,,,,,,,,9.59,0.29,,,,,9.59,0.31,9.59,0.0
,,,,,,,,9.592,0.29,,,,,9.592,0.31,9.592,-0.01
,,,,,,,,9.594,0.28,,,,,9.594,0.31,9.594,0.0
,,,,,,,,9.596,0.29,,,,,9.596,0.3,9.596,-0.01
,,,,,,,,9.598,0.29,,,,,9.598,0.3,9.598,0.0
,,,,,,,,9.6,0.29,,,,,9.6,0.3,9.6,-0.01
,,,,,,,,9.602,0.29,,,,,9.602,0.3,9.602,0.0
,,,,,,,,9.604,0.29,,,,,9.604,0.3,9.604,-0.01
,,,,,,,,9.606,0.29,,,,,9.606,0.3,9.606,0.0
,,,,,,,,9.608,0.28,,,,,9.608,0.29,9.608,-0.01
,,,,,,,,9.61,0.29,,,,,9.61,0.3,9.61,-0.01
,,,,,,,,9.612,0.29,,,,,9.612,0.3,9.612,-0.02
,,,,,,,,9.614,0.29,,,,,9.614,0.3,9.614,-0.01
,,,,,,,,9.616,0.29,,,,,9.616,0.31,9.616,0.0
,,,,,,,,9.618,0.3,,,,,9.618,0.31,9.618,0.0
,,,,,,,,9.62,0.3,,,,,9.62,0.3,9.62,-0.01
,,,,,,,,9.622,0.3,,,,,9.622,0.3,9.622,-0.01
,,,,,,,,9.624,0.3,,,,,9.624,0.31,9.624,0.0
,,,,,,,,9.626,0.29,,,,,9.626,0.3,9.626,-0.01
,,,,,,,,9.628,0.29,,,,,9.628,0.3,9.628,-0.01
,,,,,,,,9.63,0.3,,,,,9.63,0.31,9.63,0.0
,,,,,,,,9.632,0.29,,,,,9.632,0.31,9.632,-0.01
,,,,,,,,9.634,0.29,,,,,9.634,0.31,9.634,-0.01
,,,,,,,,9.636,0.29,,,,,9.636,0.32,9.636,-0.01
,,,,,,,,9.638,0.29,,,,,9.638,0.31,9.638,0.0
,,,,,,,,9.64,0.29,,,,,9.64,0.31,9.64,-0.01
,,,,,,,,9.642,0.29,,,,,9.642,0.31,9.642,0.0
,,,,,,,,9.644,0.29,,,,,9.644,0.31,9.644,0.0
,,,,,,,,9.646,0.29,,,,,9.646,0.31,9.646,0.0
,,,,,,,,9.648,0.29,,,,,9.648,0.31,9.648,-0.01
,,,,,,,,9.65,0.29,,,,,9.65,0.31,9.65,0.0
,,,,,,,,9.652,0.29,,,,,9.652,0.31,9.652,0.01
,,,,,,,,9.654,0.29,,,,,9.654,0.3,9.654,-0.01
,,,,,,,,9.656,0.29,,,,,9.656,0.31,9.656,0.0
,,,,,,,,9.658,0.29,,,,,9.658,0.3,9.658,0.0
,,,,,,,,9.66,0.28,,,,,9.66,0.3,9.66,0.0
,,,,,,,,9.662,0.29,,,,,9.662,0.3,9.662,0.0
,,,,,,,,9.664,0.29,,,,,9.664,0.3,9.664,0.0
,,,,,,,,9.666,0.29,,,,,9.666,0.3,9.666,0.01
,,,,,,,,9.668,0.29,,,,,9.668,0.31,9.668,0.0
,,,,,,,,9.67,0.3,,,,,9.67,0.3,9.67,0.0
,,,,,,,,9.672,0.29,,,,,9.672,0.3,9.672,0.0
,,,,,,,,9.674,0.29,,,,,9.674,0.29,9.674,-0.01
,,,,,,,,9.676,0.29,,,,,9.676,0.3,9.676,0.0
,,,,,,,,9.678,0.29,,,,,9.678,0.3,9.678,0.0
,,,,,,,,9.68,0.29,,,,,9.68,0.3,9.68,0.0
,,,,,,,,9.682,0.29,,,,,9.682,0.3,9.682,-0.01
,,,,,,,,9.684,0.29,,,,,9.684,0.3,9.684,0.0
,,,,,,,,9.686,0.3,,,,,9.686,0.3,9.686,-0.01
,,,,,,,,9.688,0.29,,,,,9.688,0.3,9.688,0.0
,,,,,,,,9.69,0.3,,,,,9.69,0.31,9.69,-0.01
,,,,,,,,9.692,0.29,,,,,9.692,0.3,9.692,-0.01
,,,,,,,,9.694,0.3,,,,,9.694,0.3,9.694,-0.01
,,,,,,,,9.696,0.29,,,,,9.696,0.3,9.696,-0.01
,,,,,,,,9.698,0.29,,,,,9.698,0.3,9.698,0.0
,,,,,,,,9.7,0.3,,,,,9.7,0.31,9.7,-0.01
,,,,,,,,9.702,0.29,,,,,9.702,0.31,9.702,-0.01
,,,,,,,,9.704,0.29,,,,,9.704,0.31,9.704,-0.01
,,,,,,,,9.706,0.28,,,,,9.706,0.3,9.706,0.0
,,,,,,,,9.708,0.29,,,,,9.708,0.29,9.708,0.0
,,,,,,,,9.71,0.28,,,,,9.71,0.31,9.71,-0.01
,,,,,,,,9.712,0.28,,,,,9.712,0.29,9.712,-0.01
,,,,,,,,9.714,0.29,,,,,9.714,0.3,9.714,-0.01
,,,,,,,,9.716,0.28,,,,,9.716,0.31,9.716,-0.01
,,,,,,,,9.718,0.29,,,,,9.718,0.3,9.718,0.23
,,,,,,,,9.72,0.29,,,,,9.72,0.3,9.72,5.2
,,,,,,,,9.722,0.29,,,,,9.722,0.3,9.722,12.49
,,,,,,,,9.724,0.29,,,,,9.724,0.29,9.724,19.2
,,,,,,,,9.726,0.28,,,,,9.726,0.31,9.726,22.01
,,,,,,,,9.728,0.29,,,,,9.728,0.31,9.728,19.04
,,,,,,,,9.73,0.29,,,,,9.73,0.3,9.73,14.58
,,,,,,,,9.732,0.29,,,,,9.732,0.31,9.732,10.06
,,,,,,,,9.734,0.29,,,,,9.734,0.31,9.734,5.49
,,,,,,,,9.736,0.29,,,,,9.736,0.31,9.736,2.15
,,,,,,,,9.738,0.28,,,,,9.738,0.3,9.738,0.15
,,,,,,,,9.74,0.29,,,,,9.74,0.3,9.74,0.1
,,,,,,,,9.742,0.29,,,,,9.742,0.31,9.742,-0.04
,,,,,,,,9.744,0.3,,,,,9.744,0.31,9.744,-0.05
,,,,,,,,9.746,0.29,,,,,9.746,0.32,9.746,0.05
,,,,,,,,9.748,0.29,,,,,9.748,0.31,9.748,0.01
,,,,,,,,9.75,0.29,,,,,9.75,0.31,9.75,-0.01
,,,,,,,,9.752,0.29,,,,,9.752,0.31,9.752,0.02
,,,,,,,,9.754,0.29,,,,,9.754,0.31,9.754,0.02
,,,,,,,,9.756,0.29,,,,,9.756,0.3,9.756,-0.02
,,,,,,,,9.758,0.29,,,,,9.758,0.31,9.758,0.0
,,,,,,,,9.76,0.29,,,,,9.76,0.32,9.76,0.01
,,,,,,,,9.762,0.29,,,,,9.762,0.3,9.762,0.0
,,,,,,,,9.764,0.29,,,,,9.764,0.3,9.764,-0.01
,,,,,,,,9.766,0.28,,,,,9.766,0.3,9.766,-0.02
,,,,,,,,9.768,0.29,,,,,9.768,0.29,9.768,-0.01
,,,,,,,,9.77,0.29,,,,,9.77,0.3,9.77,0.0
,,,,,,,,9.772,0.28,,,,,9.772,0.31,9.772,-0.02
,,,,,,,,9.774,0.28,,,,,9.774,0.3,9.774,-0.01
,,,,,,,,9.776,0.29,,,,,9.776,0.3,9.776,-0.01
,,,,,,,,9.778,0.29,,,,,9.778,0.3,9.778,0.0
,,,,,,,,9.78,0.29,,,,,9.78,0.3,9.78,-0.01
,,,,,,,,9.782,0.29,,,,,9.782,0.3,9.782,-0.01
,,,,,,,,9.784,0.29,,,,,9.784,0.3,9.784,-0.01
,,,,,,,,9.786,0.29,,,,,9.786,0.31,9.786,-0.01
,,,,,,,,9.788,0.28,,,,,9.788,0.32,9.788,0.0
,,,,,,,,9.79,0.28,,,,,9.79,0.31,9.79,0.01
,,,,,,,,9.792,0.29,,,,,9.792,0.3,9.792,0.0
,,,,,,,,9.794,0.29,,,,,9.794,0.31,9.794,-0.01
,,,,,,,,9.796,0.29,,,,,9.796,0.3,9.796,0.01
,,,,,,,,9.798,0.3,,,,,9.798,0.3,9.798,0.0
,,,,,,,,9.8,0.29,,,,,9.8,0.3,9.8,-0.01
,,,,,,,,9.802,0.29,,,,,9.802,0.31,9.802,0.0
,,,,,,,,9.804,0.29,,,,,9.804,0.31,9.804,0.0
,,,,,,,,9.806,0.29,,,,,9.806,0.31,9.806,0.0
,,,,,,,,9.808,0.29,,,,,9.808,0.31,9.808,-0.01
,,,,,,,,9.81,0.29,,,,,9.81,0.3,9.81,-0.01
,,,,,,,,9.812,0.29,,,,,9.812,0.3,9.812,-0.01
,,,,,,,,9.814,0.28,,,,,9.814,0.29,9.814,0.0
,,,,,,,,9.816,0.28,,,,,9.816,0.3,9.816,0.0
,,,,,,,,9.818,0.28,,,,,9.818,0.3,9.818,0.0
,,,,,,,,9.82,0.29,,,,,9.82,0.3,9.82,0.0
,,,,,,,,9.822,0.29,,,,,9.822,0.3,9.822,0.01
,,,,,,,,9.824,0.29,,,,,9.824,0.3,9.824,0.0
,,,,,,,,9.826,0.29,,,,,9.826,0.3,9.826,-0.01
,,,,,,,,9.828,0.29,,,,,9.828,0.3,9.828,0.0
,,,,,,,,9.83,0.29,,,,,9.83,0.3,9.83,0.0
,,,,,,,,9.832,0.28,,,,,9.832,0.31,9.832,0.0
,,,,,,,,9.834,0.28,,,,,9.834,0.3,9.834,0.0
,,,,,,,,9.836,0.28,,,,,9.836,0.3,9.836,0.0
,,,,,,,,9.838,0.28,,,,,9.838,0.3,9.838,0.0
,,,,,,,,9.84,0.28,,,,,9.84,0.32,9.84,-0.01
,,,,,,,,9.842,0.29,,,,,9.842,0.31,9.842,0.0
,,,,,,,,9.844,0.29,,,,,9.844,,9.844,0.0
,,,,,,,,9.846,0.29,,,,,9.846,,9.846,0.0
,,,,,,,,9.848,0.29,,,,,,,9.848,0.01
,,,,,,,,9.85,0.29,,,,,,,9.85,0.0
,,,,,,,,9.852,0.29,,,,,,,9.852,0.0
,,,,,,,,9.854,0.29,,,,,,,9.854,0.0
,,,,,,,,9.856,0.3,,,,,,,9.856,0.0
,,,,,,,,9.858,0.3,,,,,,,9.858,0.0
,,,,,,,,9.86,0.29,,,,,,,9.86,-0.01
,,,,,,,,9.862,0.29,,,,,,,9.862,0.0
,,,,,,,,9.864,0.29,,,,,,,9.864,0.0
,,,,,,,,9.866,0.29,,,,,,,9.866,-0.01
,,,,,,,,9.868,0.3,,,,,,,9.868,-0.01
,,,,,,,,9.87,0.3,,,,,,,9.87,-0.01
,,,,,,,,9.872,0.3,,,,,,,9.872,0.0
,,,,,,,,9.874,0.29,,,,,,,9.874,-0.01
,,,,,,,,9.876,0.29,,,,,,,9.876,-0.01
,,,,,,,,9.878,0.29,,,,,,,9.878,0.0
